Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.02,1713393354991537.487	,1713393354991537.507	
0,Addcmul,KERNEL_AICORE,1,0,19.187,1713393355183783.863	,1713393355183803.050	
0,N/A,PROFILING_DISABLE,0,3,0.041,1713393355188998.909	,1713393355188998.950	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.02,1713393355189342.541	,1713393355189342.561	
0,N/A,PLACE_HOLDER_SQE,0,5,0.02,1713393355190172.684	,1713393355190172.704	
