Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
0,MseLossGrad,AI_VECTOR_CORE,1,11.188,11.188,11.188,11.188,100.0
