Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.02,1713685976708115.559	,1713685976708115.579	
0,LpNormV2,KERNEL_AICORE,1,0,975.561,1713685977124269.366	,1713685977125244.927	
0,N/A,PROFILING_DISABLE,0,3,0.02,1713685977131158.842	,1713685977131158.862	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.02,1713685977131500.787	,1713685977131500.807	
