Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
0,Spence,AI_VECTOR_CORE,1,156377.65,156377.65,156377.65,156377.65,100.0
