Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.02,1713724973926054.847	,1713724973926054.867	
0,ScatterSub,KERNEL_AICORE,1,0,26.896,1713724974140631.417	,1713724974140658.313	
0,N/A,PROFILING_DISABLE,0,3,0.041,1713724974144915.110	,1713724974144915.151	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.041,1713724974145452.913	,1713724974145452.954	
0,N/A,PLACE_HOLDER_SQE,0,5,0.02,1713724974146321.015	,1713724974146321.035	
