Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.041,1713731807011614.295	,1713731807011614.336	
0,ScatterSub,KERNEL_AICORE,1,0,11.375,1713731807235521.538	,1713731807235532.913	
0,N/A,PROFILING_DISABLE,0,3,0.02,1713731807244385.993	,1713731807244386.013	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.02,1713731807244800.815	,1713731807244800.835	
0,N/A,PLACE_HOLDER_SQE,0,5,0.041,1713731807245671.541	,1713731807245671.582	
