Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.02,1713713108303313.958	,1713713108303313.978	
0,MseLossGrad,KERNEL_AICORE,1,0,10.812,1713713108543601.438	,1713713108543612.250	
0,N/A,PROFILING_DISABLE,0,3,0.02,1713713108548263.639	,1713713108548263.659	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.02,1713713108548606.813	,1713713108548606.833	
0,N/A,PLACE_HOLDER_SQE,0,5,0.02,1713713108549500.665	,1713713108549500.685	
