Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
0,FastGeluGrad,AI_VECTOR_CORE,1,91.919,91.919,91.919,91.919,100.0
