Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.02,1713713262640471.297	,1713713262640471.317	
0,MseLossGrad,KERNEL_AICORE,1,0,10.771,1713713262814926.491	,1713713262814937.262	
0,N/A,PROFILING_DISABLE,0,3,0.02,1713713262819857.051	,1713713262819857.071	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.02,1713713262820936.345	,1713713262820936.365	
0,N/A,PLACE_HOLDER_SQE,0,5,0.041,1713713262821660.693	,1713713262821660.734	
