Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.02,1713738245240693.270	,1713738245240693.290	
0,N/A,PROFILING_DISABLE,0,3,0.041,1713738245775905.075	,1713738245775905.116	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.02,1713738245776315.292	,1713738245776315.312	
0,N/A,PLACE_HOLDER_SQE,0,5,0.041,1713738245777183.519	,1713738245777183.560	
