Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.02,1713390712139679.595	,1713390712139679.615	
0,Addcmul,KERNEL_AICORE,1,0,18.542,1713390712311991.827	,1713390712312010.369	
0,N/A,PROFILING_DISABLE,0,3,0.041,1713390712316238.520	,1713390712316238.561	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.02,1713390712316653.549	,1713390712316653.569	
0,N/A,PLACE_HOLDER_SQE,0,5,0.02,1713390712317473.920	,1713390712317473.940	
