Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.02,1713690944193278.170	,1713690944193278.190	
0,N/A,PROFILING_DISABLE,0,3,0.02,1713690944545243.120	,1713690944545243.140	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.02,1713690944545589.586	,1713690944545589.606	
