Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.02,1713739685974466.150	,1713739685974466.170	
0,ScatterSub,KERNEL_AICORE,1,0,12.187,1713739686443586.976	,1713739686443599.163	
0,N/A,PROFILING_DISABLE,0,3,0.02,1713739686450737.604	,1713739686450737.624	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.02,1713739686451251.553	,1713739686451251.573	
