Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.02,1713522488765057.968	,1713522488765057.988	
0,MseLossGrad,KERNEL_AICORE,1,0,95.668,1713522489699189.576	,1713522489699285.244	
0,N/A,PROFILING_DISABLE,0,3,0.041,1713522489706692.003	,1713522489706692.044	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.041,1713522489707038.969	,1713522489707039.010	
0,N/A,PLACE_HOLDER_SQE,0,5,0.041,1713522489707758.463	,1713522489707758.504	
