Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.041,1713719098365870.660	,1713719098365870.701	
0,ScatterSub,KERNEL_AICORE,1,0,10.021,1713719098628355.831	,1713719098628365.852	
0,N/A,PROFILING_DISABLE,0,3,0.02,1713719098637966.677	,1713719098637966.697	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.041,1713719098638287.559	,1713719098638287.600	
0,N/A,PLACE_HOLDER_SQE,0,5,0.02,1713719098639280.933	,1713719098639280.953	
