Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.041,1713394567803406.568	,1713394567803406.609	
0,Addcmul,KERNEL_AICORE,1,0,26.854,1713394568077152.891	,1713394568077179.745	
0,N/A,PROFILING_DISABLE,0,3,0.02,1713394568096022.033	,1713394568096022.053	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.02,1713394568096549.732	,1713394568096549.752	
0,N/A,PLACE_HOLDER_SQE,0,5,0.02,1713394568099712.652	,1713394568099712.672	
