Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.02,1713431405769555.666	,1713431405769555.686	
0,Addcmul,KERNEL_AICORE,1,0,11.166,1713431406037077.192	,1713431406037088.358	
0,N/A,PROFILING_DISABLE,0,3,0.041,1713431406045698.517	,1713431406045698.558	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.02,1713431406047267.196	,1713431406047267.216	
0,N/A,PLACE_HOLDER_SQE,0,5,0.02,1713431406048958.314	,1713431406048958.334	
