Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
0,FastGeluGrad,AI_VECTOR_CORE,1,11.729,11.729,11.729,11.729,100.0
