Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.02,1713703131291721.534	,1713703131291721.554	
0,LpNormV2,KERNEL_AICORE,1,0,15.229,1713703131552396.292	,1713703131552411.521	
0,N/A,PROFILING_DISABLE,0,3,0.02,1713703131557274.290	,1713703131557274.310	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.02,1713703131557649.423	,1713703131557649.443	
0,N/A,PLACE_HOLDER_SQE,0,5,0.02,1713703131558575.421	,1713703131558575.441	
