Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.02,1713722728262771.972	,1713722728262771.992	
0,ScatterSub,KERNEL_AICORE,1,0,11.291,1713722728567529.961	,1713722728567541.252	
0,N/A,PROFILING_DISABLE,0,3,0.02,1713722728572077.514	,1713722728572077.534	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.02,1713722728572544.627	,1713722728572544.647	
