Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.02,1713713634586648.739	,1713713634586648.759	
0,MseLossGrad,KERNEL_AICORE,1,0,10.666,1713713634829988.720	,1713713634829999.386	
0,N/A,PROFILING_DISABLE,0,3,0.02,1713713634834977.303	,1713713634834977.323	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.02,1713713634835470.480	,1713713634835470.500	
