Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.041,1713739046577209.816	,1713739046577209.857	
0,ScatterSub,KERNEL_AICORE,1,0,75.709,1713739047453759.622	,1713739047453835.331	
0,N/A,PROFILING_DISABLE,0,3,0.02,1713739047469127.504	,1713739047469127.524	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.02,1713739047469515.096	,1713739047469515.116	
0,N/A,PLACE_HOLDER_SQE,0,5,0.041,1713739047470871.082	,1713739047470871.123	
