Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.02,1713652213450491.321	,1713652213450491.341	
0,LpNormV2,KERNEL_AICORE,1,0,23.187,1713652213972521.123	,1713652213972544.310	
0,N/A,PROFILING_DISABLE,0,3,0.02,1713652213979996.425	,1713652213979996.445	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.041,1713652213980771.441	,1713652213980771.482	
0,N/A,PLACE_HOLDER_SQE,0,5,0.02,1713652213981712.169	,1713652213981712.189	
