Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.02,1713726098335665.021	,1713726098335665.041	
0,ScatterSub,KERNEL_AICORE,1,0,11.083,1713726098553436.011	,1713726098553447.094	
0,N/A,PROFILING_DISABLE,0,3,0.041,1713726098558987.085	,1713726098558987.126	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.02,1713726098559780.643	,1713726098559780.663	
