Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,0,2,0.02,1713719323891097.710	,1713719323891097.730	
0,ScatterSub,KERNEL_AICORE,1,0,9.875,1713719324116356.628	,1713719324116366.503	
0,N/A,PROFILING_DISABLE,0,3,0.02,1713719324120599.820	,1713719324120599.840	
0,N/A,DEVICE_RINGBUFFER_CONTROL,0,4,0.041,1713719324121408.879	,1713719324121408.920	
